Index,Facility_Name,Source_Facility_Type,ODCAF_Facility_Type,Provider,Unit,Street_No,Street_Name,Postal_Code,City,Prov_Terr,Source_Format_Address,CSD_Name,CSDUID,PRUID,Latitude,Longitude
6746,Musée Girouxville Museum,..,museum,canadian museums association,..,..,..,T0H 1S0,girouxville,ab,c/o village of girouxville po box 276 girouxville ab t0h 1s0,Girouxville,4819048,48,..,..
6747,Musée Heritage Museum,..,museum,canadian museums association,..,5,anne st,T8N 3Z9,st albert,ab,5 st. anne st st. albert ab t8n 3z9,St. Albert,4811062,48,53.6328914,-113.6273901
6748,Music And Beyond,arts,miscellaneous,ottawa,..,..,..,..,ottawa,on,..,Ottawa,3506008,35,45.42767539,-75.69187324
6749,Music Box Music And Theatre Academy,..,theatre/performance and concert hall,new westminster,211,810,quayside drive,..,new-westminster,bc,211 810 quayside drive,New Westminster,5915029,59,49.20012164,-122.9116263
6750,Music For Life Conservatory,creative,miscellaneous,toronto,1880,1890,eglinton avenue east,..,toronto,on,1880-1890 eglinton avenue east,Toronto,3520005,35,43.72552749,-79.29948632
6751,Music Gallery,..,gallery,toronto,..,197,john st,M5T 1X6,toronto,on,197 john st,Toronto,3520005,35,43.65154594,-79.39096745
6752,Musica Viva Singers,arts,miscellaneous,ottawa,..,..,..,..,ottawa,on,..,Ottawa,3506008,35,45.4102724,-75.69216817
6753,Muskoka Boat & Heritage Centre,community/regional museum exhibition or cultural centre industry/trade museum,museum,canadian museums association,..,275,steamship rd,P1P 1Z9,gravenhurst,on,275 steamship bay rd gravenhurst ontario p1p 1z9 canada,Gravenhurst,3544002,35,44.9190233,-79.3894647
6754,Muskoka Heritage Place,community/regional museum exhibition or cultural centre interpretation centre,museum,canadian museums association,..,88,brunel rd,P1H 1R1,huntsville,on,88 brunel rd huntsville ontario p1h 1r1 canada,Huntsville,3544042,35,45.30144688,-79.2035263
6755,Muskoka Lakes Museum,community/regional museum exhibition or cultural centre interpretation centre,museum,canadian museums association,..,100,joseph street,P0B 1J0,port carling,on,100 joseph street po box 432 port carling ontario p0b 1j0 canada,Muskoka Lakes,3544053,35,45.1179217,-79.5775045
6756,Muskoka Lakes Twp,..,library or archives,government of ontario,..,69,joseph street,P0B 1J0,port carling,on,69 joseph street,Kitchener,3530013,35,43.449095,-80.493335
6757,Muskoseepi Amphitheatre,theatre,theatre/performance and concert hall,grand prairie,..,..,..,..,grand prairie,ab,..,Grande Prairie,4819012,48,55.17243489,-118.8031855
6758,Muskoseepi Park,historic site-building or park park,heritage or historic site,canadian museums association,..,..,..,T8V 2E7,grande prairie,ab,102 ave. at 102 st. grande prairie alberta t8v 2e7 canada,Grande Prairie,4819012,48,55.17092305,-118.8018966
6759,Muso - Musée De Société Des Deux-Rives,museum / historic site,museum,province of québec,..,21,rue dufferin salaberry,J6S 1Y1,valleyfield,qc,"21, rue dufferin",Salaberry-de-Valleyfield,2470052,24,45.261659,-74.13108
6761,Musquodoboit Railway Museum,historic site-building or park industry/trade museum maritime or marine museum transportation museum,museum,canadian museums association,7,7895,main harbour,B0J 2L0,eastern shore,ns,7895 main st highway 7 musquodoboit harbour eastern shore nova scotia b0j 2l0 canada,Halifax,1209034,12,..,..
6762,Muttart Conservatory,exhibition or cultural centre natural history or natural sciences museum other,museum,canadian museums association,..,9626,96 street,T6C 4L8,edmonton,ab,9626 -96 a street edmonton alberta t6c 4l8 canada,Edmonton,4811061,48,53.53521235,-113.4772856
6763,Mx Gallery,art gallery,gallery,province of québec,..,333,viger av o,H2Z 0A1,montréal,qc,"333, av. viger o.",Montréal,2466023,24,45.504243,-73.561589
6764,My Ww Gallery,galleries,gallery,ottawa,..,2525,lancaster rd,K1B 4L5,ottawa,on,2525 lancaster rd,Ottawa,3506008,35,45.40079974,-75.6137792
6771,Myrnam Community Library,..,library or archives,government of alberta,..,5105,50 street,T0B 3K0,myrnam,ab,5105 - 50 street,Myrnam,4810051,48,..,..
6772,Myrtleville House Museum,community/regional museum historic site-building or park interpretation centre,museum,canadian museums association,..,34,myrtleville drive,N3V 1C2,brantford,on,34 myrtleville drive brantford ontario n3v 1c2 canada,Brantford,3529006,35,43.17372848,-80.29712564
6773,Myseum of Toronto,..,miscellaneous,canadian museums association,..,401,richmond street west,M5V 3A8,toronto,on,401 richmond street west studio 384 toronto ontario m5v 3a8 canada,Toronto,3520005,35,..,..
6774,Mysteriously Yours Dinner Theatre,..,theatre/performance and concert hall,toronto,..,2026,yonge st,M4S 1Z9,toronto,on,2026 yonge st,Toronto,3520005,35,43.7011928,-79.39753617
6775,Nackawic Public-School Library,..,library or archives,government of new brunswick,..,30,landegger dr,E6G 1E9,nackawic,nb,"30 landegger dr. nackawic, n.b. e6g 1e9",Nackawic,1310054,13,45.9930602,-67.2377186
6776,Naco Gallery Cafe,..,gallery,toronto,..,1691,dundas st w,M6K 1V2,toronto,on,1691 dundas st w,Toronto,3520005,35,43.64986072,-79.43769318
6777,Naicam Public Library,..,library or archives,saskatchewan,..,109,centre st,S0K 2Z0,naicam,sk,109 centre st,Naicam,4714032,47,..,..
6778,Nairn & Hyman Twp,..,library or archives,government of ontario,..,..,..,P0M 2L0,nairn centre,on,..,Nairn and Hyman,3552031,35,46.3734808,-81.64542271
6779,Najuqsivik Community Museum,community/regional museum keeping house or native culture centre,museum,canadian museums association,..,..,..,X0A 0W0,sanikiluaq,nu,general delivery sanikiluaq nunavut x0a 0w0 canada,Sanikiluaq,6204001,62,56.5421614,-79.2259227
6780,Nakusp And District Museum,community/regional museum historic site-building or park human history-archaelogy-anthropology or ethnology natural history or natural sciences museum,museum,canadian museums association,..,92,6th avenue north,V0G 1R0,nakusp,bc,92 6th avenue north west nakusp british columbia v0g 1r0 canada,Nakusp,5903050,59,50.2425411,-117.8044963
6781,Nakusp Public Library,nakusp public library,library or archives,government of british columbia,..,92,6th avenue nw,V0G 1R0,stewart,bc,92 - 6th avenue nw,Nakusp,5903050,59,50.240151,-117.805153
6783,Nampa And District Museum,community/regional museum exhibition or cultural centre historic site-building or park industry/trade museum,museum,canadian museums association,..,9902,102 ave,T0H 2R0,nampa,ab,9902 -102 ave nampa alberta t0h 2r0 canada,Nampa,4817039,48,56.0411003,-117.1305743
6784,Nampa Municipal Library,..,library or archives,government of alberta,..,10203,99 avenue,T0H 2R0,nampa,ab,10203 - 99 avenue,Nampa,4817039,48,..,..
6785,Nan Boothby Memorial Library,library,library or archives,cochrane,..,..,..,..,cochrane,ab,..,Cochrane,4806019,48,51.18895775,-114.4720761
6786,Nanaimo Art Gallery,art gallery,gallery,canadian museums association,..,150,commercial street,V9R 5G6,nanaimo,bc,150 commercial street nanaimo british columbia v9r 5g6 canada,Nanaimo,5921007,59,49.1663321,-123.9366715
6788,Nanaimo Bastion,historic site-building or park military museum or fort,museum,canadian museums association,..,..,front street,V9S 5E9,nanaimo,bc,front street nanaimo british columbia v9s 5e9 canada,Nanaimo,5921007,59,49.1634001,-123.9326489
6789,Nanaimo Chinese Language & Art Centre,educational services,art or cultural centre,nanaimo,..,5682,yorkshire terrace,..,nanaimo,bc,..,Nanaimo,5921007,59,49.2336533,-124.0059425
6790,Nanaimo Contemporary Ballet,arts entertainment & recreation,theatre/performance and concert hall,nanaimo,..,1820,summerhill place,..,nanaimo,bc,..,Nanaimo,5921007,59,49.182135,-123.977232
6791,Nanaimo Harbourfront Branch,vancouver island regional library,library or archives,government of british columbia,..,90,commercial street,V9R 5G4,cranbrook,bc,90 commercial street,Nanaimo,5921007,59,49.165401,-123.936855
6792,Nanaimo Museum,community/regional museum exhibition or cultural centre industry/trade museum interpretation centre sports museum/hall of fame,museum,canadian museums association,..,100,museum way,V9R 5J8,nanaimo,bc,100 museum way nanaimo british columbia v9r 5j8 canada,Nanaimo,5921007,59,49.1650028,-123.9362744
6793,Nanaimo North,vancouver island regional library,library or archives,government of british columbia,b,4503,railway ave,V0N 3P0,cache creek,bc,4503b railway ave,Mount Waddington D,5943033,59,50.217,-126.59
6794,Nanaimo Wellington Branch,vancouver island regional library,library or archives,government of british columbia,..,3032,barons road,V9T 4B5,cranbrook,bc,3032 barons road,Nanaimo,5921007,59,49.20783,-124.004216
6795,Nancy Island Historic Site,community/regional museum historic site-building or park military museum or fort park,museum,canadian museums association,..,119,mosley street,L9Z 2V9,wasaga,on,119 mosley street wasaga beach ontario l9z 2v9 canada,Wasaga Beach,3543064,35,44.520407,-80.0209098
6796,Nanton Lancaster Air Museum (Operated By the Nanton Lancaster Society),..,museum,canadian museums association,..,1729,21 avenue,T0L 1R0,nanton,ab,1729 21 avenue nanton alberta t0l 1r0 canada,Nanton,4803026,48,50.3522083,-113.7777797
6797,Naotkamegwanning Fn,..,library or archives,government of ontario,..,..,..,P0X 1L0,naotkamegwanning,on,northwest angle education authority,Fort Albany (Part) 67,3560050,35,52.2921029,-81.63797169
6798,Naramata Branch,okanagan regional library district,library or archives,government of british columbia,..,3580,third street,V0H 1N0,vancouver,bc,3580 third street,Okanagan-Similkameen E,5907049,59,49.596712,-119.600313
6799,Naramata Heritage Museum Society,community/regional museum historical society,museum,canadian museums association,..,224,robinson avenue e,V0H 1N0,naramata,bc,224 robinson avenue regional district of okanagan-similkameen area e naramata british columbia v0h 1n0 canada,..,..,59,..,..
6800,Nathan & Solomon Birnbaum Archive Foundation,library and/or archives,library or archives,canadian museums association,..,114,invermay ave,M3H 1Z8,toronto,on,114 invermay ave toronto ontario m3h 1z8 canada,Toronto,3520005,35,43.739461,-79.4450716
6801,National Air Force Museum of Canada,military museum or fort transportation museum,museum,canadian museums association,..,8,wing stn,K0K 3W0,astra,on,8 wing trenton po box 1000 stn forces astra ontario k0k 3w0 canada,..,..,35,..,..
6803,National Arts Centre,exhibition or cultural centre music/performing arts,art or cultural centre,canadian museums association,..,53,elgin,K1P 5W1,ottawa,on,53 elgin ottawa ontario k1p 5w1 canada,Ottawa,3506008,35,45.42315095,-75.69332478
6805,National Ballet of Canada Archives (The),library and/or archives,library or archives,canadian museums association,..,470,queens quay west,M5V 3K4,toronto,on,470 queens quay west toronto ontario m5v 3k4 canada,Toronto,3520005,35,43.6376168,-79.3934718
6806,National Capital Suzuki School of Music,arts,miscellaneous,ottawa,..,..,..,..,ottawa,on,..,Ottawa,3506008,35,45.42538785,-75.68873539
6807,National Doukhobor Heritage Village Inc.,community/regional museum historic site-building or park,museum,canadian museums association,..,..,..,S0A 4H0,veregin,sk,box 99 veregin saskatchewan s0a 4h0 canada,Sliding Hills No. 273,4709033,47,51.5817407,-102.0767427
6809,National Gallery of Canada - Musée Des Beaux-Arts Du Canada,galleries,gallery,ottawa,..,380,sussex dr,K1N 9N4,ottawa,on,380 sussex dr,Ottawa,3506008,35,45.43086721,-75.69957002
6812,National Music Centre,exhibition or cultural centre music/performing arts,art or cultural centre,canadian museums association,..,850,4 street se,T2G 1R1,calgary,ab,studio bell 850 4 street se calgary alberta t2g 1r1 canada,Calgary,4806016,48,51.0445995,-114.0530584
6813,National Nikkei Museum - Heritage Centre,"cultural centre, museum & gift shop",museum,burnaby,..,6688,southoaks cr,..,burnaby,bc,6688 southoaks cr,Burnaby,5915025,59,49.21776635,-122.964558
6814,National Park of Boucherville Island,historic site-building or park interpretation centre park,heritage or historic site,canadian museums association,..,55,île ste marguerite,J4B 5J6,boucherville,qc,55 île ste-marguerite boucherville québec j4b 5j6 canada,Boucherville,2458033,24,..,..
6815,National Presbyterian Museum,library and/or archives exhibition or cultural centre interpretation centre religious museum,museum,canadian museums association,..,415,broadview avenue,M4K 2M9,toronto,on,415 broadview avenue toronto ontario m4k 2m9 canada,Toronto,3520005,35,43.6663211,-79.3527778
6816,Native Art Gallery,art gallery,gallery,chilliwack,..,46263,yale rd,V2P 2P5,chilliwack,bc,"46263 yale rd, chilliwack bc v2p 2p5",Chilliwack,5909020,59,49.17243762,-121.9486252
6817,Native Cultural Arts Museum,art gallery library and/or archives exhibition or cultural centre interpretation centre keeping house or native culture centre,museum,canadian museums association,..,64,mission st,T0G 1C0,grouard,ab,nothern lakes college 64 mission st. grouard campus grouard alberta t0g 1c0 canada,..,..,48,..,..
6818,Native Museum of Mashteuiatsh,museum / historic site,museum,province of québec,..,1787,rue amishk,G0W 2H0,mashteuiatsh,qc,"1787, rue amishk",Mashteuiatsh,2491802,24,48.579214,-72.232794
6819,Natty's Heritage Caribbean Food Warehouse,..,heritage or historic site,calgary,140,3132,26 st ne,..,calgary,ab,#140 3132 26 st ne,Calgary,4806016,48,51.08037376,-113.9973116
6820,Nature Museum,museum and art galleries,museum,ottawa,..,..,..,..,ottawa,on,..,Ottawa,3506008,35,45.41326339,-75.68850502
6821,Nature NB,other,miscellaneous,canadian museums association,..,924,prospect st,E3B 2T9,fredericton,nb,924 prospect st suite 7 fredericton new brunswick e3b 2t9 canada,Fredericton,1310032,13,45.943716,-66.67391965
6822,Naval Marine Archive -The Canadian Collection,..,library or archives,canadian museums association,..,205,main street,K0K 2T0,picton,on,205 main street picton ontario k0k 2t0 canada,Prince Edward County,3513020,35,44.0087564,-77.1390394
6823,Naval Museum of Alberta,military museum or fort,museum,canadian museums association,..,4520,crowchild trail sw,T2T 5J4,calgary,ab,the military museums 4520 crowchild trail sw calgary alberta t2t 5j4 canada,Calgary,4806016,48,51.01423945,-114.1162943
6824,Naval Museum of Halifax,maritime or marine museum military museum or fort,museum,canadian museums association,..,2729,gottingen street,B3K 5X5,halifax,ns,2729 gottingen street halifax nova scotia b3k 5x5 canada,Halifax,1209034,12,44.6595611,-63.5927716
6825,Naval Museum of Manitoba,..,museum,canadian museums association,..,1,navy way,R3C 4J7,winnipeg,mb,(hmcs chippawa) 1 navy way winnipeg manitoba r3c 4j7 canada,Winnipeg,4611040,46,49.88639645,-97.13766453
6826,Naval Museum of Québec,museum / historic site,museum,province of québec,..,170,rue dalhousie,G1K 8M7,québec,qc,"170, rue dalhousie",Québec,2423027,24,46.81859,-71.199981
6828,Navillus Gallery,..,gallery,toronto,..,110,davenport rd,M5R 3R3,toronto,on,110 davenport rd,Toronto,3520005,35,43.67407075,-79.39144939
6829,Nazko,cariboo regional district library system,library or archives,government of british columbia,..,1351,palmer road,V2J 3H9,elkford,bc,1351 palmer road,Nazco 20,5941837,59,52.945292,-123.577625
6830,Nebenaigoching Heritage Inc.,community/regional museum exhibition or cultural centre keeping house or native culture centre park,museum,canadian museums association,..,188,batchawana,P0S 1A0,batchawana bay,on,obadjiwan reserve site 188 box 18 batchawana bay ontario p0s 1a0 canada,..,..,35,..,..
6831,Neca?Mat Ct Strathcona Branch,vancouver public library,library or archives,government of british columbia,..,730,hastings street east,V6A 1R5,hornby island,bc,730 east hastings street,Vancouver,5915022,59,49.25454615,-123.1072302
6832,Nechako Branch,prince george public library,library or archives,government of british columbia,..,6547,hart highway,V2K 3A4,merritt,bc,6547 hart highway,Prince George,5953023,59,53.98958,-122.786479
6833,"Neebing, Municipality Of",..,library or archives,government of ontario,..,4766,hwy 61,P7L 0B5,neebing,on,4766 hwy 61,Neebing,3558001,35,48.22942369,-89.47786661
6834,Neerlandia Public Library,..,library or archives,government of alberta,..,4918,50 street,T0G 1R0,neerlandia,ab,4918 - 50 street,Onoway,4813014,48,53.7034942,-114.1933012
6835,Negrych Pioneer Homestead,historic site-building or park interpretation centre,heritage or historic site,canadian museums association,173,12,miles plains north,R0L 0X0,gilbert plains,mb,12 miles north/ 2 miles east from the junction of hwy 5 & pth 274 at gilbert plains -17.3 km north and 3.2 km east gilbert plains manitoba r0l 0x0 canada,Gilbert Plains,4617054,46,..,..
6836,Neilburg Branch Library,..,library or archives,saskatchewan,..,108,centre street,S0M 2C0,neilburg,sk,108 centre street,Neilburg,4713094,47,..,..
6837,Neilson Park Creative Centre,creative,miscellaneous,toronto,..,56,neilson dr,..,toronto,on,56 neilson dr,Toronto,3520005,35,43.63021191,-79.56640783
6838,Nelles Manor Heritage House,historic site-building or park,heritage or historic site,canadian museums association,..,126,main street west,L3M 1R8,grimsby,on,126 main street west grimsby ontario l3m 1r8 canada,Grimsby,3526065,35,43.19324472,-79.56718566
6839,Nellie Mcclung Branch,greater victoria public library,library or archives,government of british columbia,..,3950,cedar hill road,V8P 3Z9,abbotsford,bc,3950 cedar hill road,Saanich,5917021,59,48.468443,-123.335387
6840,Nellie Mcclung Library,library,library or archives,saanich,..,..,..,..,saanich,bc,..,Saanich,5917021,59,48.4682,-123.336
6841,Nelson Municipal Library,nelson municipal library,library or archives,government of british columbia,..,602,stanley street,V1L 1N4,nelson,bc,602 stanley street,Nelson,5903015,59,49.490607,-117.294603
6844,Nepean Fine Arts League Gallery,galleries,gallery,ottawa,..,101,centrepointe dr,K2G 0B5,ottawa,on,101 centrepointe dr,Ottawa,3506008,35,45.3444561,-75.76253912
6848,Nepean Museum (Traszha Macdowall Community Building),museum,museum,ottawa,..,..,..,..,ottawa,on,..,Ottawa,3506008,35,45.34919706,-75.74143183
6849,Nepean Visual Arts Centre,museum and art galleries,museum,ottawa,..,..,..,..,ottawa,on,..,Ottawa,3506008,35,45.32727727,-75.74432068
6850,Nepisiguit Centennial Museum And Cultural Centre,library and/or archives community/regional museum exhibition or cultural centre historic site-building or park,museum,canadian museums association,..,360,douglas ave,E2A 4S6,bathurst,nb,360 douglas ave. bathurst new brunswick e2a 4s6 canada,Bathurst,1315011,13,47.6178357,-65.6561618
6851,Neudorf Branch Library,..,library or archives,saskatchewan,..,103,main st,S0A 2T0,neudorf,sk,103 main st,Neudorf,4705064,47,..,..
6852,Neutral Ground Contemporary Art Forum,art gallery exhibition or cultural centre,gallery,canadian museums association,203,1856,scarth street,S4P 2G3,regina,sk,#203 -1856 scarth street regina saskatchewan s4p 2g3 canada,Regina,4706027,47,..,..
6853,Nevado Artistic Plaster Ltd.,heritage trades,artist,ottawa,..,22,cleopatra drive,K2G 0B3,ottawa,on,22 cleopatra drive,Ottawa,3506008,35,45.3261718,-75.7220891
6854,Neville Corner Library,..,library or archives,saskatchewan,..,..,..,S0N 1T0,neville,sk,..,Neville,4703061,47,..,..
6855,New Brunswick Archaeological Services Branch,human history-archaelogy-anthropology or ethnology,miscellaneous,canadian museums association,..,225,king st,E3B 1E1,fredericton,nb,225 king st. ground floor andal bldg. fredericton new brunswick e3b 1e1 canada,Fredericton,1310032,13,..,..
6856,New Brunswick Art Bank,exhibition or cultural centre other,art or cultural centre,canadian museums association,..,..,..,E3B 5H1,fredericton,nb,po box 6000 fredericton new brunswick e3b 5h1 canada,Fredericton,1310032,13,45.966425,-66.645813
6857,New Brunswick Aviation Museum,aeronautics and space museum transportation museum,museum,canadian museums association,..,1753,118 rte,E9E 2H8,doyle's brook,nb,1753 rte 118 doyle's brook new brunswick e9e 2h8 canada,..,..,13,..,..
6858,New Brunswick Historical Society,community/regional museum historic site-building or park historical society interpretation centre,museum,canadian museums association,..,120,union street,E2L 1A3,saint-john,nb,120 union street saint john new brunswick e2l 1a3 canada,Saint John,1301006,13,45.27451675,-66.06129966
6859,New Brunswick Internment Camp Museum,community/regional museum historic site-building or park,museum,canadian museums association,1,420,pleasant drive,E4B 2T3,minto,nb,420 pleasant drive unit 1 minto new brunswick e4b 2t3 canada,Minto,1304022,13,..,..
6860,New Brunswick Library of Craft And Design,..,library or archives,government of new brunswick,..,415,king street,E3B 1E5,fredericton,nb,"415 king street, suite 100 fredericton, n.b. e3b 1e5",Fredericton,1310032,13,45.9641645,-66.6510843
6861,New Brunswick Military History Museum,library and/or archives military museum or fort,museum,canadian museums association,..,5,cfb stn,E2V 4J5,oromocto,nb,building a-5 cfb gagetown po box 17000 stn forces oromocto new brunswick e2v 4j5 canada,Oromocto,1303012,13,..,..
6863,New Brunswick Museum,..,museum,saint john,..,1,market square,..,saint-john,nb,1 market square,Saint John,1301006,13,45.27328615,-66.06473343
6866,New Brunswick Railway Museum,museums,museum,moncton,..,2847,main st,E4H 2X7,hillsborough,nb,2847 main st,Hillsborough,1306025,13,45.92349061,-64.64289105
6867,New Brunswick Sports Hall of Fame,sports museum/hall of fame,museum,canadian museums association,..,503,queen st,E3B 5H1,fredericton,nb,503 queen st fredericton new brunswick e3b 5h1 canada,Fredericton,1310032,13,45.96223095,-66.6403554
6868,New Credit Fn,..,library or archives,government of ontario,..,2789,1st road,N0A 1H0,hagersville,on,"blue #2789, 1st line, mississauga road",..,..,35,..,..
6869,New Denmark Memorial Museum,community/regional museum,museum,canadian museums association,..,6,main road,E7G 2B7,new denmark,nb,6 main road new denmark new brunswick e7g 2b7 canada,Moncton,1307022,13,46.1346582,-64.8885118
6870,New Dundee Branch Library,..,library or archives,regional municipality of waterloo,..,136,main street,..,waterloo,on,136 main street,Wilmot,3530020,35,43.3520045,-80.53637144
6871,New France Festival Presented By Td,festival / special event,festival site,province of québec,..,..,..,G1R 4C4,québec,qc,parc de l'esplanade,Québec,2423027,24,46.810542,-71.212095
6872,New Glasgow Public Library,branch,library or archives,government of nova scotia,..,182,dalhousie street,B2H 5E3,new glasgow,ns,182 dalhousie street,New Glasgow,1212014,12,45.58777,-62.643562
6873,New Hamburg Branch Library,..,library or archives,regional municipality of waterloo,..,145,huron street,..,waterloo,on,145 huron street,Wilmot,3530020,35,43.37806639,-80.71233294
6874,New Iceland Heritage Museum,community/regional museum exhibition or cultural centre,museum,canadian museums association,108,94,1st ave,R0C 1B1,gimli,mb,108 -94 1st ave gimli manitoba r0c 1b1 canada,Gimli,4618031,46,50.6308054,-96.985013
6875,New Richmond Bluegrass Festival,festival / special event,festival site,province of québec,..,351,boul perron o,G0C 2B0,new richmond,qc,"351, boul. perron o.",New Richmond,2405070,24,48.1806544,-65.8872669
6876,New Tecumseth,..,library or archives,government of ontario,..,17,victoria street east,L9R 1V6,alliston,on,17 victoria street east p.o. box 399,Innisfil,3543017,35,44.1883249,-79.6983965
6877,New Theatre of Ottawa,arts,theatre/performance and concert hall,ottawa,..,..,..,..,ottawa,on,..,Ottawa,3506008,35,45.39781767,-75.72872228
6878,New Toronto,..,library or archives,city of toronto,..,110,eleventh street,M8V 3G5,toronto,on,"110 eleventh street, toronto, on, m8v 3g5",Toronto,3520005,35,43.59908519,-79.50974074
6879,New Waterford Public Library,branch,library or archives,government of nova scotia,..,3390,plummer avenue,B1H 4K4,new waterford,ns,3390 plummer avenue,Cape Breton,1217030,12,46.248876,-60.086156
6881,New West Artists Society,..,artist,new westminster,..,..,..,..,new-westminster,bc,..,New Westminster,5915029,59,49.19835904,-122.9200904
6882,New West Heritage Hall,real estate & rental & leasing / rental & leasing services,heritage or historic site,new westminster,..,726,twelfth st,V3M 4J9,new-westminster,bc,726 twelfth stnew westminster bc v3m 4j9,New Westminster,5915029,59,..,..
6883,New Westminster Historical Society,..,heritage or historic site,new westminster,..,..,..,..,new-westminster,bc,..,New Westminster,5915029,59,49.21477756,-122.8958399
6884,New Westminster Hyack Festival Association,civic and social organizations,festival site,new westminster,..,204,sixth,V3L 3A1,new-westminster,bc,204 sixth stnew westminster bc v3l 3a1,New Westminster,5915029,59,..,..
6885,New Westminster Museum & Archives,community/regional museum exhibition or cultural centre historic site-building or park,museum,canadian museums association,..,302,royal ave,V3L 1H7,new-westminster,bc,302 royal ave new westminster british columbia v3l 1h7 canada,New Westminster,5915029,59,49.2078392,-122.9063479
6886,New Westminster Public Library,city cultural,library or archives,new westminster,..,..,..,..,new-westminster,bc,..,New Westminster,5915029,59,49.21167222,-122.9223783
6888,New Westminster Public Library And Archives,library and/or archives exhibition or cultural centre,library or archives,canadian museums association,..,716,6th avenue,V3M 2B3,new-westminster,bc,716 -6th avenue new westminster british columbia v3m 2b3 canada,New Westminster,5915029,59,49.2195661,-122.908408
6889,New Year's Eve,festivals and events,festival site,brampton,..,2,wellington street w,L6Y 4R2,brampton,on,2 wellington street w,Brampton,3521010,35,43.68503601,-79.75953453
6890,New Zones Gallery of Contemporary Art,..,gallery,calgary,..,730,11 av sw,..,calgary,ab,730 11 av sw,Calgary,4806016,48,51.04303516,-114.0782998
6891,New-Wes-Valley Public Library,..,library or archives,government of newfoundland and labrador,..,..,..,..,..,nl,..,New-Wes-Valley,1007060,10,49.1438395,-53.57934429
6892,Newbrook Public Library,..,library or archives,government of alberta,..,4805,50 street,T0A 2P0,newbrook,ab,4805 - 50 street,Olds,4806034,48,51.7911117,-114.1013472
6893,Newbury Library,libraries,library or archives,middlesex county,..,22894,hagerty road,..,middlesex,on,22894 hagerty road,Newbury,3539002,35,42.68441838,-81.79856861
6894,Newcastle Public Library,..,library or archives,government of new brunswick,..,100,fountain lane,E1V 4A1,miramichi,nb,"100 fountain head lane miramichi, n.b. e1v 4a1",Miramichi,1309050,13,47.0016881,-65.5648515
6895,Newcastle Village And District Historical Society,community/regional museum historical society,museum,canadian museums association,3,20,king ave w,L1B 1H7,newcastle,on,unit 3 20 king ave. w. newcastle ontario l1b 1h7 canada,..,..,35,..,..
6896,Newfoundland And Labrador Health Archive And Museum,library and/or archives community/regional museum,museum,canadian museums association,..,292,waterford road,A1E 1E6,st-john's,nl,292 waterford bridge road st. john's newfoundland & labrador a1e 1e6 canada,St. John's,1001519,10,47.5296172,-52.7420607
6897,Newman Wine Vaults Provincial Historic Site,historic site-building or park,heritage or historic site,canadian museums association,..,436,water street,A1C 6E7,st-john's,nl,436 water street st. john's newfoundland & labrador a1c 6e7 canada,St. John's,1001519,10,47.5523511,-52.7157918
6898,Newmarket,..,library or archives,government of ontario,..,..,..,L3Y 1W1,newmarket,on,..,Newmarket,3519048,35,44.056258,-79.461708
6899,Newmarket Public Library,cultural facility,library or archives,city of newmarket,..,438,park ave,..,newmarket,on,438 park ave,Newmarket,3519048,35,44.05337823,-79.45892908
6900,Newton,surrey public library,library or archives,government of british columbia,..,13795,70th avenue,V3W 0E1,lytton,bc,13795 - 70th avenue,Surrey,5915004,59,49.129975,-122.838988
6901,Newton Cultural Centre,community hall/centre,art or cultural centre,surrey,..,..,..,..,surrey,bc,..,Surrey,5915004,59,49.13323412,-122.8471016
6902,Ni Vu Ni Cornu Workshop &#38; Gallery,..,gallery,province of québec,..,10005,royale av,G0A 3C0,sainte anne de beaupré,qc,"10005, av. royale",Sainte-Anne-de-Beaupré,2421030,24,47.0234637,-70.9307315
6904,Niagara Apothecary Museum,..,museum,niagara region,..,5,queen st,..,niagara,on,5 queen st,Niagara-on-the-Lake,3526047,35,43.25511202,-79.07085264
6905,Niagara Children's Museum,..,museum,niagara region,..,8058,oakwood dr,..,niagara,on,8058 oakwood dr,Niagara Falls,3526043,35,43.05916344,-79.12128046
6906,Niagara College Learning Resource Centre Glendale Campus,..,library or archives,niagara region,..,135,taylor road,..,niagara-on-the-lake,on,135 taylor road,Niagara-on-the-Lake,3526047,35,43.15322491,-79.16619306
6907,Niagara College Learning Resource Centre Welland Campus,..,library or archives,niagara region,..,300,woodlawn road,..,welland,on,300 woodlawn road,Welland,3526032,35,43.01610097,-79.26745108
6908,Niagara Falls,..,library or archives,government of ontario,..,..,..,L2E 4C5,niagara falls,on,..,Niagara Falls,3526043,35,43.100983,-79.115295
6910,Niagara Falls Art Gallery,..,gallery,niagara region,..,8058,oakwood dr,..,niagara,on,8058 oakwood dr,Niagara Falls,3526043,35,43.05930357,-79.12128194
6912,Niagara Falls History Museum,..,museum,niagara region,..,5810,ferry st,..,niagara,on,5810 ferry st,Niagara Falls,3526043,35,43.08861466,-79.09125483
6913,Niagara Falls Library,..,library or archives,niagara falls,..,4848,victoria av,..,niagara,on,4848 victoria av,Niagara Falls,3526043,35,43.104093,-79.072397
6914,Niagara Falls Public Library Chippawa Branch,..,library or archives,niagara region,..,3763,main street,..,niagara falls,on,3763 main street,Niagara Falls,3526043,35,43.05874861,-79.05140704
